,Content
428,ان شاء الله يخليونا كيما رانا و يديرو الجدد في اقامة اخرى
429,Li ddaw master ?
430,<@880206525950476359> .
431,Bsh I'm talking srxly
432,Aah sma 1300 hakek
433,"Having the last promo as example, dakhlo f 307, by the end of year wlew 200"
434,Yeah hakek khir alf mera men bac
435,"Chghol khsara, kon dakhloha those who deserve it m debut khir"
436,Waste of places hakd
437,"Xactly
Allah ysahl f l3bad, nchlh hna nb9aw f 3 manboujiwch"
438,L3am ljay ha tet3mer l'école tweli la chaîne kbira qedam distributeur
439,Manboujiwch + mayjibouch 3bed 💀
440,The saddest up to now
441,yeah exactly
442,Aya had lkhabach aw jay 3adna
443,<@946710636883243029>
444,"wait till you see a roommate f your room, + ممنوع احضار الزملاء للغرفة"
445,Moqran hada?
446,Iiiih
447,"<@1133914962914451466> 
<@578643557351555113> 
machrou3 pavillon"
448,Maqritch lism melfoq 😂
449,Marhba bih
450,W yaa dok l9louba
451,"My roommate yhawz roho mich hatan nhawzo
Mant3achrch ana"
452,"ana tani, shabi wmnhbhmsh f my room 😔"
453,Thams
454,"Act a psyco, hado newbies yjiw ykhafo aslan"
455,Ana ybat m3aya youmin yehreb
456,It's common for ppl who y9raw bzf to become psychos act one of them
457,"pavilon t3i bla mn actiw psycho, yshoufna yohrob whdo"
458,<@826227968460062720> njibo hamdi ydirlo isti9bal 7ar
459,Aan tan ndirlo istiqbal har
460,at 3am🤣
461,Can I have a portion of your hair? Mate
462,عربون العيش معا
463,nmdoh l <@826227968460062720> after madarolo 0
464,tsma dok ywli mo2athir
465,Nchlh mayhabsch brk wst l3am ydirlna tbahdil
466,يومياتي f ensia 😂😂😂
467,حمدي كون يشوفوا يقلو ارواح نديرلك 0
468,كيفاش تحفظ التاريخ و الجغرافيا
469,Hadik hya li twkl l khobz rayah 3labalk nta tejri mor etc
470,hadik bekri
471,dok ta9adom wel izdihar
472,Fhemna retard
473,Ywlli wazir ittisal xD
474,Promo taena makanch kach mo2athir
475,Hna khatina xD
476,met2athrin berk
477,Jayin ga3 3bed discrete
478,Kayn l bendi
479,continuous هه
480,dok yebda lghazw ta3 <#877877117872902199> w <#1004388574319345785>
481,قبلوني فالمدرسة بواش تنصحوني نبدا أناليز أو برمجة؟
482,ممكن تبعثولي المصادر باش نبدا نقرا؟
483,صح انسيا صعيبة؟
484,ما هو الحاسوب الذي يجب شراؤه لتعلم البرمجه ؟
485,"khawti 3andi 60m, za3ma tjibli pc mlih?"
486,قالولي الذكاء الاصطناعي يحتاج حاسوب قوي ، زعما كاين منها ولا غي يتمسخرو؟
487,قبلوني ف أنسيا بصح ماما تخاف عليا نسكن وحدي فالإقامة ، نقدر نبلوكي العام ولا ندير ترونسفار mi فولايتي؟
488,أنا نقرا  علوم تجربية و سمعت بلي فالجبر نسحقو القسمة في زاد هل هذا عائق (أجوبة محترمة من فضلكم)
489,"Hahahaha hadi vrais kayna mnha , hder m3aya wahd 9alli debber rasek nji tfahhemna f الجبر khater ma9rinahch f lycée











مزية ماقبلوهش"
490,جبر الخواطر
491,"تلقى يونس كاتبلو:
ابدا بعلم ال linked list"
492,Mo3adel el 9oboul 18.64 fotna esi lol
493,Fotna dnya ga3 majatch ghi f lesi
494,Dok yji weqt yqasmo ensia to schools kima qesmo esi twli higher school of nlp w tweli Ensia qdima 😂
495,higher school of intro to AI
496,Ensia-sba
497,Ana kont nestena fi esi 3endi personal issues m3aha
498,+999 aura
499,"خطأ

صح انسيا يدخلولها غير العباقرة ؟"
500,صح يمدولكم أسئلة غير الأذكياء اللي يقدرو يحلوها ؟
501,السائل : وحدة ولدها جاب 10 فالباك
502,Chkoun rah intrested or already in half a team?
503,My honest reaction: 👁️👄👁️
504,
505,مدولو ticket  🎫 الفردوس 😭😭😭
506,https://tenor.com/view/what-bruh-steve-harvey-shocked-surprised-gif-17654826
507,
508,mab9atch ga3da
509,"aah hell noo, noo noo no no no 😔
card 'esterdjel kho'"
510,can't wait for: rdat fi3li 3la affichage
511,spoilers:
512,"Omg houwa jeb 18.65 w mo3adel l9oboul 18.64 🥲
ڨالك السيد مزال ساجد لدرك ✨"
513,"he will realise that the ticket he got is not to heaven or hell ... but to earth where ""he belongs"""
514,"Well, after all of this, I hope he doesn't quit after the first few months"
515,3jbetni hadhi
516,As usual Raid says something good I like it 😔✨
517,"very inspiring one,
however, earth is just a stop by, we do not really belong here"
518,ur home.. in ur human form..
519,"That was my case fi 3amna, i was sad not happy 😅"
520,"that home, is just temporary for the self"
521,w3lah d3wa rahi fargha had l3am? mwalf l <#877877117872902199> on 🔥
522,Wht I meant.. it doesn't have to be permanent to belong to something
523,Uhm even in Jannah and Hell we will be in the form of humans no ?
524,ليست دارنا ولا ديارنا، إنا لله و إنا إليه راجعون 🫡
525,قاللك سمير حكمهم قاع قاللهم تحيا انسيا
526,"Ig cuz of all those Instagram pages that give info about it that's why they ask there rather than here, idk"
527,exactly
528,daaamn me too .. jamais qbloni f hackathons ta3hm
529,Its not abt hackathons its bcs ma9eblounidh fiha malgre dertha 2eme chois
530,Anyone took l'convention déjà ?
531,"Some companies demand it before signing the first paper, and ma 3reftch cha ngoulhom lol"
532,Why is idara te3na compliqué ge3 haka khawti
533,"'You need to bring back the signed request I gave you so that I can give you the signed convention'
Tarek Medkour"
534,"I know, i heard it, that's why i am saying compliqué, the convention is literally just a paper presque template between all other schools"
535,And medkour is ignoring all my emails
536,Plus 40 étudiants li 9blohom 9n3thom BLI Hiya the best (ensia بيريز تاع ) 😂
537,You're not the only one having this issue
538,Anyone has email te3 scolarité ?
539,We start sending to bachir then
540,Rahom en vacance so idk Ida rayhin yrado 3la les emails
541,Idha jawbek goulli t3ich
542,Normalement kayna permanence
543,Please email te3 scolarité
544,razika.boukhalkhala@ensia.edu.dz
545,Chouf hada
546,Thank you
547,5awti 7na nrj3ou n9raw fi septembre normal?
548,"no, makach 9raya f sep"
549,( haka gal medkour )
550,Jamil
551,Yek 3endna stage
552,<@455585882469040146> tell the company that hadik lwerqa lewla isn't a convention it's just a requirement to get the convention
553,
554,
555,
556,<@455585882469040146> medkour has an issue with sent emails ig
557,"I don't think so.. He once asked to send him something, so I sent and asked him a question, so he just ignored my question and replied ""well received"""
558,nawel.ladjouzi@ensia.edu.dz
559,Gouthalhom they told me 3awed weli bel convention sinon mknch💀
560,Meme homa 3endhim medkor ykhdem 3endhom mala
561,"I filled HEC form hdek , but i only have ensia in progress and paid for ensia only 
is this fine ?"
562,Yes
563,but how to know if m sah enrolled :))
564,Check progress app
565,Log out and in
566,And see if u have the updated info in ur card
567,"It okey kml aendna ensia , ig ghir larbi aendo HEC 🥲"
568,Larbi madarch login
569,Bekri hadik
570,Doka ma 3endich carte iqama 👁️👄👁️
571,Ma3lich tbat m3a lewlad tae bouzzeri3a
572,😭😭😭
573,Ybat f library t3 school w yrou7 yakol mel freezer t3 Mekdour
574,Hadik hya midnight snacks
575,Le frigidaire tae medkour ni3ma ya3rifoha ghir marouane w saleh
576,W Larbi 😭
577,Rak dert l'affaire mala 😂
578,Mates please chkoun alabalou la note eliminatoire taa cyber security school for math stream chhal?
579,Note eliminatoire 💀💀
580,18.61 pour les scientifiques
581,18.99 pour TM
582,W math ig 18.25 ( not sure )
583,Ensia effects
584,I just checked
585,And yup it's 18.25
586,Me too actually xD
587,Aya hamdoulah ma ranich wehdi 😂
588,Thank you so much 🤍🤍🤍
589,Np 🤍
590,hmdlh ensia only :)))
591,Enisa xD
592,Us again dekhlin ecole b program jdid mant3almoush 7na at least ana 🥲
593,"👀 
M3lich u got the point 🙂"
594,"جماعة ماعلابالكمش وكتاه يرجعلنا مذكور على ال form ,تاع سوناطراك"
595,الواحد يعرف وش يدير
596,Send an email to ask him🤌
597,علاه راهو يريبوندي زعما ؟ 😂
598,"Try, maraki khasra wlw"
599,W inform us later
600,https://forms.gle/TxnXqReciqELFVeQ6
601,
602,We all received that email 😭
603,Yuh but in case someone is disabling sync
604,Slay samah
605,Good luck with that internship khawti 🥹🤍
606,Thank u samah 🥹
607,Guys who knows the paper tae stage should we sign it now with the company or wait untill September ?
608,Cuz Medkour sent a form to be filled I dunno if it has a deadline
609,You sign it and bring it to school and then they will give u the convention
610,So you do it before September
611,It has to be brought back to the school in september ?
612,Yes
613,Exactly
614,Okey sahit Larbi 🤍
615,Also the internship tae one month brk mashy 3 ?
616,Yesss
617,Okey mziya I knew this before I messed up
618,Thank uuu
619,مارجعلناش على سوناطراك كيفاش نعرف اذا نسجل ولا لا
620,Dok f October yrj3lkm
621,Slay
622,سجلي سجلي
623,
624,Sema fiha 2 ghoraf fardya
625,is this the official dou page?
626,wth abt m3alma 6 ?
627,نساوهم 😂
628,يلقاو رواحهم في ولاد فايت
629,F3 fardya
630,Couloir fardi
631,Pavillon fardi Ll 4éme année*
632,<@681238662453002271> ida badloulna la cité madabik triglina couloir ta3na
633,Ana manich tale3 7ata L october
634,😱
635,Nope
636,
637,Za3ma ybadloulna la cité ?
638,منعرف رح يمشيو بالمدارس ولا يفصلو البنات على الاولاد
639,I9ama we7da matekfish 5 promo I think
640,No idea
641,Let this news be confirmed first then things will be clear
642,Likm wach zad sra
643,كي تجي تشوف حتا هوما مساكن يشفو
644,Nadjib al 9alb al tayib
645,No offense but why i feel feministe rahi thder.  mnich tayeb kima ben tayeb 😔
646,مايشفو ما والو ، هوما دارو فيهم مزية سكنوهم 3 سنين فإقامات خاطيهم تاع القطب على خاطر كانو فارغين ، درك خلاص بدا يتعمر تسما كل واحد يرجع وين كان
647,كي كانو معولين يديرو المدارس كانل في نفس الاقامة العام ليفات كي السردين ثماك مكانتش تفرقة هاذي
648,3lah new students Machi nachtin 🥲
649,Makach bzaf
650,Mm pas 10
651,Mzalhem 7achmin
652,"ما يشفو ما والو 
نخرجو برا ولاو يشوفو فينا كامل كيفكيف خلي يهزوهم نتهناو منهم دارولنا المشاكل برك حاشا اللي ماتستاهلش"
653,"kho, mlwl i9amat kanou specialized for pole what they yapping about? :')"
654,tfekkert whd l9ta t3 sheldon T-T
655,
656,Everytime nehder f general nendem 😭
657,Headshot 😂
658,Ha neqtel rohi 😭
659,Larvi khouya cha hada 😭😂
660,Wesh 😭
661,Fel general 🥲
662,Meme Ana ma fhemtch 😭
663,
664,<@700379394383937607> riguelina allah hafdak
665,a pending ensia pending ensia 4th year student
666,Rana ndirou f some testing currently
667,Mb3d nriglouha
668,nta zedthumlo?
669,<@700379394383937607>
670,No
671,Ana rah na9esni some roles bs7 maelich 😔
672,Chouf audit log
673,<@880206525950476359> arwah arwah 😭
674,U know the reference ? 😭
675,Caught on 4k
676,Aw jay
677,Wch men refrence
678,T3 Mila <:pepecry:979070412124213279>
679,Hhh n3rfha ih
680,😂😂✨
681,MILA KBIRA 3LIK
682,I have a worse reference 😭
683,<@879796727031422997> normalement u know it 😭
684,wasnt it supposed to tdkhol lyoum la bourse? :')
685,Dekhlet 3endha 4 days 😭
686,really?
687,my baridimob trolling mala
688,wwktah tftah i9ama?
689,I don’t know hadi
690,ana tani still ma dkhltlich
691,the beginning of September as always
692,tl9a f eccp normalement
693,Madekhletnish
694,3erfouk m tissemsilt 😂
695,<@891047303497015306> b3etht l medkour 3la convention wekhdoukhra? Rrpondalek?
696,He found the one he lost
697,yes found it deja
698,😭
699,Bs7 esq redlek medkour
700,but i guess sm3t benni ayoub wedderha w he got another one from him
701,i didn't send an email to him
702,<@880206525950476359> sa7?
703,Normalement idara vacance fi août
704,Yes i got another one
705,Ok thank you I'll send for another one
706,Bs7 ken yb3athrlna f les email nte3 internships
707,"Just an email, mais Bach yjiblk hadik l paper mana3ref, try w choufi trah"
708,
709,3mbalo sa7 mskin
710,Omg meskin
711,I was gonna ask chakom tahadrou 🥲
712,Hmdllh I didn't mala
713,اكدلي كيفاه كامل دخلنا في الموضوع وفهمنا بعضانا
714,Ana ani gaeda netfarej 😂
715,"9al llarvi ""derreb fiha model"" 😭"
716,3lah rakm tkdbou 3lih mskin
717,Najib moukharib lhafalat
718,7na tan kedbo 3lina ki kona 1st year
719,"مكانش حاجة قد ال form تاع بوخالفة
هاذيك قالتلهم ارقدو"
720,"Yeah, it hurts more ta3na 🥲"
721,wa7ed yeb3atli link ta3 lform ta3 boukhalfa
722,found it
723,https://forms.gle/sBjqciXoe8xhommS9
724,ndirolhom ma9lab f chbab
725,نبعثوه بالايميل تاع كاش كلوب
726,"ولا
<@880206525950476359> 
عاود لقطة سمير عاود"
727,Ze3ma comments wech kan yesstna fiha n9olo la livraison wela spécifications wellah ghir boukhalfa chikour zmano
728,That would be funny 🤣
729,mkach kima derba ta3 reports
730,hadik gatlhom ga3 ergdo
731,Tema man9olch howa chikour tema n9ol li raholo Msaken normalement mazalo f la crèche
732,"Which reports, nsitha hadi"
733,ta3 data base
734,li darou same report w sami chka bihoum xD
735,<@946710636883243029> hayatch machkatch bina
736,Aah ma teba3thach hadik
737,<@891047303497015306> <@578643557351555113> arwahou hna endbou
738,hayatch jat had l3am
739,Ma 9rathomch même pas
740,100%
741,noshom maderthomch
742,kol mera neb3atlha excuse f email
743,I regret doing them seriously 🥹
744,I did wahed 2 seriously xD
745,"seriously: copy lab, paste in chatgpt, submit output"
746,Ana Lab 1 submititou 9 times
747,F koul assignment nsubmitti lab 1
748,Creative
749,hayaat matshkeesh bya ana 😏
750,kanet ga3 t3archlhom ki tji lina matgolna walo
751,ana ghi lab hwa li tl3li moyenne t3 ADB 😭 ki n9ol telle3li ya3ni TELLE3LIIII
752,Hna meskina wahed ma yjiha xD
753,
754,boukhalfa nsit kifach dayer wjho
755,الضرابي تاع بوخالفة وحدهم
756,chwi w tzid teb3atha l medkour
757,"I remember the first lab, I did insert the data row by row, wasted a lot of time 🥲"
758,https://tenor.com/view/sisyphus-rael-gif-943215023730044045
759,https://boukhalfa.jimdofree.com/
760,"hak, siteweb mkhdoum b jimdo"
761,free jimdo
762,"najib getting faster in typing:
1%: monkey type
1%: competitive programming book advices
98%: SQL insertions"
763,"goodmorning shabab,
does anyone know -for sure- if a remote internship that spans september (not just september) is acceptable?"
764,مع مذكور حتى سطاج حضوري في سبتمبر مايتقبلش 🤦
765,T-T i am seriously inquiring -asking for a homie-
766,ماجربتش تبعثلو ايمايل ؟
767,yes it is
768,he does not care if it remote or not
769,lmohim they(stage) give you  hadik contract tmdhalou he signs it
770,"what about: if foreign institution or not
because they said they would not approve online internships  from foreign institutions -that they do not have a signed agreement with-"
771,as if they respond
772,"hadi ma kntch 3mbali biha ana
mfhmtch why they complicate things hak"
773,because i -simply- can pay for a very guaranteed-get indian internship at any time :')
774,"not just indian, even US"
775,I sent him that signed paper on July 24th and i didn't get the convention till now
776,Most incapable administration ever
777,ضرك جوامع علاه خرج 😭
778,اسطورة سيزيف
779,only legends know abt it
780,"well as far as i remember he did not say they dont accept 
he rather asked to contact him about it"
781,dirlou urget f email he ll respond 😂
782,you kow what?
783,'dok tban...'
784,"aah uk what, i guess raho vacances 
coz ykhrjou f aout t3 administration 😂

hahi bantlk XD"
785,"hya mabantsh wmhish ha tban .. i just gotta decide and say: 'dok tban...', tssma somehow i forced it tban alike 🤭"
786,"Remote internship maya9blohach normalement, wahd nhar dr. Sami se9sa medkour w glo hka, t9der tconfirmi m3ah"
787,My honest reaction: 👁️👄👁️
788,W hybrid ?
789,Idk
790,Howa l but tt integra f work environment w mena
791,(Tt deriva hh)
792,😭
793,Hega kach khbar 3la te3 sonatrzch hadhak?
794,Nothing
795,يا مذكور قلي واه ولا لالا ولا اقطعلي لياس
796,Ida ma9bloukech nta chkoun y9blouh mala khkh
797,"remote is okay, what's not okay is a foreign company"
798,Lich?
799,Rak sur?
800,"i mean, mkach kifah ygolek remote isn't allowed"
801,ma3ando madakhlo
802,"just bring him the convention and don't mention ""remote"""
803,"Howa gal l purpose te3 stage mchi l projet wla, bs7 anek tchof kifah ykhedmo w ge3"
804,Syi confirmi m3a dr. Sami
805,Ana sme3t men 3ndo bsah balak nkon ghale6
806,a f remote matchofch?
807,"Rana almost ga3 b remote internship, if he didn't accept remote the majority of us will be screwed up and that's ok cuz ✨اذا عمت خفت ✨"
808,"if he doesn't accept, ndiro greve sahla"
809,hadik hia nzido fiha smana 3otla
810,Makach kima remote 50m 3la Ldar
811,Ne3ma
812,Nrj3 ntghda fel dar w nwelilhem xD
813,rak dayer stage 3nd coiffeur li m9ablkom?
814,Hadi Machi remote hadi on site
815,Y’a rebbi najib 😭
816,<@1133914962914451466> correct him
817,are you doing it on purpose ? 😭
818,guys kheyrou li ydirou stage fi sonatrach wella mazal ? do u have any idea??
819,"do not stay waiting for them responses, you are not to apply for a job and wait hta they send you to look for another"
820,idt they did yet ; i and some ppl i k did not recieve anything yet
821,saha
822,<@883306210680504330> apparently te3 Mobilis and La Poste sent emails deja.
823,I confirmed with Sami
824,Yes
825,Sonatrach ma ben 3liha wlw
826,مافهمتش انا يعني ضرك الغاشي كامل مالقاش و دارو فيهم ؟
827,Wela they found and still applied bcuz they prefer te3 school
828,This is not fair
829,الانانية 🙂
830,↗️↗️↗️↗️↗️
831,وانا اللي كنت حاسبة غير مذكور اللي راهو مصعبها علينا
832,"Meme Bachir, he could do better"
833,راني نحكي على الانانيين اللي معانا ماشي الادارة
834,ايه حقا بما انك جبدت سيرة البشير كاين اللي جرب يبعثلو
835,
836,We need to spam medkour
837,Large number تبشر شوي بالخير
838,Wah bsh ida hta le 28 ygouli arwah dir stage w ana katlni stress.... Majayach
839,بانتلي نجرب نبعث للبشير
840,جربتو ولالا باش نشوف اذا نحتاج نعيي روحي 😂
841,"Try, i will too"
842,"Khawti i have a question, kifah mba3d ynotiwna 3la had stage?"
843,Based on the report wla wach?
844,I think cs all wht we will deliver is a report wla balek lentreprise thani dir report
845,"Hiya lokan l'entreprise ydiro une note tan tji mliha, but tbanli marahch ydiro haka"
846,Sema l'entreprise fargha chghol dir report 3lik temdo l medkour
847,Justement
848,Kamal denya nta tdir report wech dert w salam alikom
849,yes logical idk tbh
850,fiha grading?
851,well task nte3ek shkoun 7a ydirlou review
852,Yes it's a module nrmlmn
853,Stage doesn't mean rah ymedolk tasks w ida medolk bink w binhom ne3rf ana l'école li 3endhom aim bayen homa y9olk wech yehtajo mn stage machi kima tew3na
854,
855,<@953643117825908826> 😭
856,lbendi l3alamia
857,Bendi telgah msjl fel social ta3 7oumtek normal
858,Idha u didnt work with them or at least ymedoulek 7eja tekhdem 3liha as a help wht u'll do then heda meshi stage de decouvert hedda stage pratique
859,في حياتي البندي
860,enssa your solution is put into production
861,unless it is a startup where as larvi said once 'yeherthou 3lik'
862,Yes ik
863,But at least ure practicing something
864,"well, you will i guess,"
865,Who is ETC leader ?
866,Hamza Dia
867,Nice
868,Kayn drive 3rd year
869,?
870,I created a telegram channel where i put all the resources i had here is the link : https://t.me/ThirdYearResources_Amira
871,Me nserbi fih everywhere l second year students 🌝
872,crazy
873,Thank you so much amira
874,
875,كاين اللي يعرف هذا البنادم
876,قولولو ينحي علينا هذا الستاتي
877,
878,مهيش حاجة تتحط في groupe fb
879,من بكري سمعة القطب ربي يبارك وش يقولو علينا الناس ضرك
880,"based on his/her analogy, they should separate us, male ensia whdha and female ensia whdha (same as remaining schools)"
881,مشكلتي مهيش في وش راهو حاب
882,تخيل الناس برا يشوفو هذا الستاتي
883,وش يفهمو رانا نديرو برك قولولي
884,they all k beli mixte ; whether or not publishing that in a fb group won't change a thing
885,"no bssh read what he is saying f lbalagh,"
886,bro went too far xD
887,Yakho qrit wesh aw yqoul 💀💀??
888,The f is he saying
889,It's for the purpose to build a strong position
890,Omg I can’t believe I was living with such morrons 😭
891,Ewww
892,Ok hebbit tbeddel it’s ur right
893,الغاية تبرر الوسيلة
894,perhaps a new student
895,Especially in this case
896,But tji to disrespect women
897,Hadik first story is not correct 👍🏻 damn the prejudges without knowing the story
898,Nah ta3 math
899,
900,am not saying ma3nedouch lheqq bsh zad 3liha
901,POV: He studies with women f same classroom 👁️👄👁️
902,"he judged a woman
he judging a community"
903,Tgoul hna جواري staghfir allah yarebbi
904,Berra ywelli ma yrekkezch 😭
905,Does this guy have sisters ?
906,I support it anyway 🥰
907,Raid dok nqolek klam nendemou 3lih both 😭
908,"Hbibna mahboul ta3 Détails , gallo
 عندما دخلت غرفة زميلي C4  31"
909,و هل يا ترى  يتوقع من طالب أن يتم تدريسهم من قبل أستاذة و  يستطيع أن يركز في دراسته 🤡
910,"raho ysherr,"
911,"actually, you are right"
912,Ni fo9telk mohanned🤭
913,"bssh lwassila is too offensive, and stupid, and will most likely be ditched because of his writing"
914,"no, for third in my life, i agree with what you said xD (i am not memeing about '3andak lha9 raid')"
915,I didn't mean that either 🤭
916,But I agree with U beli it has drawbacks 😔
917,"great mala, make them 2"
918,xD
919,"Yes ,kayna
Deja ychof ghi hadok 3 page m3amrin maychofch m3ah ga3"
920,Yakho u know yeqder on l’attaque en justice
921,المساس بشرف البنات و زيد diffamation
922,meme l reason t3 l idara is clichéé: 'bsh mtkounsh separation عائق l their projects...'
923,I don’t know kich nqoulou diffamation b 3erbiya 😭
924,التشهير ، افتراء 😭
925,رائد خمم شوي ضرك ماتخلينيش نقول هدرة ماتعجبش
926,Raid trying to be diffrenty in all costs 🤭
927,w li 3ando machro3 zawaj?
928,i woz not so clever bsh nfi9lek raid
929,نهار ما تعود اختك تقرا ثم و تخرج هدرة كيما هك و يوليو الناس كامل حاسبينها خامجة و نشوفو اذا رح تدعمو
930,jami3iya 😔
931,Salah being honest
932,wal 3iyadho billah
933,"منيش ضد المطلب تاعو في حد ذاتو 
حاب نتفصلو عادي"
934,he said he did not mean it
935,بصح ماشي يروح يحكي كلش في groupe fb
936,.
937,"yeah, the way he wrote it kchghol nas rahom mkhalyin 9raya w yteb3o f li golna"
938,والناس كامل يوليو يشوفو فينا خامجات
939,frog yeddiha ضفدع T-T
940,"machi ghir ntoma, meme boys"
941,hada bayen men jma3et لا تجوز الدراسة في الاختلاط
942,ايه علابالي بصح هدرة كيما هك عموما تضر البنات اكثر بزااااف
943,"Yakho this time maqesthach we r boys it won't affect us much but for girls it does either to their parents wla their status outside school. 
I am with separation but this is not the way to do it he could sent that to dou wla to  pole students only yetfhmo w yheto demand le dou not in a goroup li fih 300k"
944,"exactly, as if rani ngari my mercedes -which i do not have- and ntebbe3 f nass"
945,"La
As if maranach naqraw rana ghir ....."
946,"bnat ta3 maalma 1, 2, 4 (not all) li kano mkhamjin l pole for 3 years kano 3ajbino wa9il"
947,"Wlh, like he didn't complain about them for 3 years apres ki nehawhom bantlo yehder 3la taena"
948,is he a 4th year student?
949,ana hssbto new one
950,4th yeah
951,3rd waqil
952,Idk mohim 1st promo
953,excuses ki matela3ch l3am
954,Not first promo
955,"I guess li darou f post machi howa li ktbou (wla machi howa brk)
Since kayen details ta3 first year ta3na w howa ja men ba3d"
956,Aw anu chafi cheto bzzf like 3 years 😂
957,"Of course, you’re not in our situation. Hmdlh bnadem may have open-minded parents, but not everyone has this privilege. Some parents might ybatlo  bnathom because of this. If you want separation, we can draft something meaningful that respects everyone's dignity.
And for that person i have a strong will to nssafaglah fi wejhah ...."
958,Ive never seen that face fhyati kaml w howa kateb riwaya 3lina
959,Go meriem ✨
960,<@875482444818681897> بالنّمري
961,"guys, i guess he meant he supports the goal, mashi the method"
962,He answered the text win qolt he judged women 👁️👄👁️
963,Abu 3omaimir
964,9ololi shkoun hada bsh neddi 3lih nadhra sayi2a
965,mel ketba bayna chkon
966,l imam li ysseli lfajer?
967,Ywdi bndm jms chfto f hyatk
968,"ماتبررلوش ا مهند 
قال الغاية تبرر الوسيلة عندها معنى واحد"
969,Ysalli lfajr fl Billiards
970,حاب نتفصلو يردنا كامل خامجات(هذا وش نعرف معنى الغاية تبرر الوسيلة )
971,Bro obvi jamais sma3 b ridouwat
972,الموقف الفظيع 😂😂😂
973,Ya Rebbi ha nebki 😭🤣
974,It’s gets funnier 🤣
975,This document is the funniest shit I've read
976,Tell him to write more
977,Then to kill himself
978,Kanet naqsetna chouya drama 🤣
979,Also 9olo yesma7li ki nseli
980,Manzidch nseli
981,Hadi rah yahder 3la les chambers li ytallo 3la l 4
982,Dok ydir part 2 بنات لا يصلين 😭
983,When u fail and run out of excuses so u blame women :
984,"I don't think so 
Tbali rah 3la la cour ta3 lwast"
985,It’s always the fault of women
986,He still skipped the غض البصر part
987,هذا الشي كامل مع تاع ال4
988,انا فهمتها تاعنا
989,Lazem إبادة جماعية
990,Asber
991,Khawti
992,Ik what's the problem
993,Ik what's wrong with him
994,He's mentally ill
995,He's going to medecine
996,That's why
997,Due to alll the algebra he consumed 🤣
998,
999,La 31 jaya en face taena
1000,bro thinks those who succeeded are gays
1001,people who go to rattrapage: https://tenor.com/view/mujikcboro-seriymujik-gif-24361533
1002,"mb3d ki ywli a doctor, will he refuse to treat women?"
1003,Gotta give it to the commitment tho
1004,Bro is a pro hater wth 💀
1005,"""I do not care if the patient is dying, the patient is a woman"""
1006,Ngl love the commitment on writing tho
1007,rah yetla3 ye9ra fel jbal
1008,يوجه للعمل المسلح
1009,It’s giving العشرية السوداء
1010,🔫🔫🔫🔫
1011,Bro would've loved that
1012,She had the audacity to come to the hospital n get traitement from a male doc
1013,ktabha b tachkil you know what b tachkil
1014,"Gotta love how's he got the entire pole worked up when he's literally leaving to med uni, hating is truly amazing"
1015,علي و أصدقائه 😭
1016,داعش
1017,😭😭😭
1018,Things to add 🤣🤣
1019,he committed way too hard than colleen hoover writing: 'it ends with us' T-T
1020,Kach ma khella
1021,"الامور تحدث في سوق التنقلات في اقامات معالمة

[Fabrizio Brahim Maalma 3]"
1022,Awww sha heda
1023,Damn 😭
1024,add more stories 😂
1025,The problem is their phrasing
1026,<@879796727031422997> nzidolo 7kayet linked list bah ybe6el
1027,"The document is just ""oh no a woman"""
1028,Reaction pics
1029,"win win? nroh nwli عضو رسمي,"
1030,Tic tac tic tac
1031,"الادبيات يقلبن جد الطاولة علينا كامل ويطالبن انو نروحو كامل في كيل الزيت

[Fabrizio Brahim Maalma 3]"
1032,More drama 😼😼
1033,"here we go 🔴 
maalma 1,2, 4 are moving to ouled fayet"
1034,M3a lekher net7awzo g3 w y93do homa f m3alma 😭
1035,what a lovely day
1036,It has been truly an interesting night
1037,Heda AI?
1038,Math
1039,Bro hated so hard he had me come back from death
1040,ex math*
1041,Booooh machi wjeh ta3 AI hadak
1042,"any improvements? he looking for wintnesses or what? 
or room numbers? 
wth 
you have complaint go to the concerned ppl 
3ayb 3lih to share such details in pub"
1043,B3id cher 9adri ro7ek
1044,Golo bro u failed the moment u thought that they're gonna do smthn bout it just cuz u guys said so
1045,Future doctor
1046,wow
1047,"Here we go🔴

الادبيات يقولك تاع الذكاء والماط هوما لي يروحو لاولاد فايت
في زوج نركبو الكوس
الامور تحدث


[Fabrizio Brahim Maalma 3]"
1048,BESMALAAAAAA
1049,shout out to bro he made besmala crawl from the grave
1050,"don't want to project, but he'll probably study another 2 years in med and y7abes"
1051,Bro gonna have the shock of his life ki ydkhl sbitar 💀
1052,قولو مالا انت و الجماعة اللي كتبوه معاك حمار و خوه
1053,و ربي يجيبلهم ضربة
1054,Bro is on a bigger journey to spread hate
1055,LOOL
1056,ouled fayet fiha ljaj kho
1057,Ameeen 😭
1058,"Oh so hada wch me3ntha 
معالجة القرار بشكل اوسع 
Sma ykharjoba gae 😂"
1059,طبيب تاع حجامة برك
1060,Amiiiiiine
1061,Ya Rebbi I remember comment ta3 wahed seyyed last year kan yed3i f comment fb
1062,Hab nelqah 😭
1063,ASBER
1064,DOUK NEL9AH
1065,bro won't operate if his patient is a woman ykhaliha temot
1066,"Hadhi rah my news machi official news don't worry
Homa galek brk ndiw maalma 1 w 2 w 4 brk hadha makan"
1067,Imagine bro decides to do a specialty w ti7lo gyneco
